review,sentiment
TV director uses astral projection to kill people taking the form of the blue man.<br /><br />Dull uninvolving horror film that kind of just sits there before your eyes and makes you wonder why you are watching it. I sat through the film to the end and I really can't give you more than a cursory account of what the film was about because I kept finding my attention diverted by other things.<br /><br />I can't really recommend this. I think my feelings are best summed up by the fact that I paid a dollar for the DVD as a double feature and I feel kind of ripped off.,negative
"Produced by International Playhouse Pictures, it looks as if filmed in a doll house. Everybody's a liar, everything is dream-like, toy-like for no good reason. I'm not saying everything in all movies should be totally realistic, but such unbelievable fantasy things and situations in one movie are way too much. How did they get these fine actors -actresses particularly- to this movie? It's nice to see Mia again; if we were meant to understand why her husband wants to kill her, Mia does do it well. Not funny, not moving, just fake. Stephen Dorff briefly appears at the end, fitting for a play maybe, less for a movie, but this isn't one to measure things at. Terrible.",negative
"Even though it doesn't really matter to the film, this is a Creation myth. God (a convulsing, bloody figure in a chair) cuts his organs out with a straight razor and dies in His own filth. Mother Earth rises from his corpse and impregnates herself with his seed, giving birth to Man. It is, however highly unlikely for you to figure any of this out without reading a synopsis first, and it's not especially important to the film that you do, as it's more a surrealistic art-house imagery thing, all in inky, processed black and white. A sick, bleak atmosphere is created with the stark photography and minimal sounds (mostly water dripping, groans, scrapes, etc.) but each scene goes on a bit too long and so does the film as a whole. This could've been great as a short film, and the God killing himself scene was excellent and extremely creepy, especially being the first thing you see, but it's hard to be patient when it goes on for so long and you don't even know what you're seeing for much of the time.<br /><br />Still, a good film for the original style, images, atmosphere and content.",positive
"I was forced to watch 'Changi' last year in year 10 Australian History. Looking around the class room, both classes, all 40 students were nearly asleep, all 40 heads on the table whispering to the person next to them. I refuse to believe that because I am only 16, that my opinion doesn't count, having studied world war two, I not only felt embarrassed and ashamed watching this Australian piece of trash television. I was out of my mind at the appalling effort this mini series applied in the usage of film elements. The acting was poor, the screenplay was very inaccurate and the score was dreadful. Please, do not watch this film, it is bias and very racists (to the Japans).",negative
"This is a wonderful thriller I watched many times and never can get enough of.It's all about the obsessive love 5 people have for eachother in Paris, (un)lucky coincidences, false identities.The music makes it really gripping.There are hardly any flaws in the characters,just the end is not very credible,but a definite ""must-see"" still.",positive
"Early Coppola with sublime cast that most folks never got to see (a pity). There's some wonderful things going on in this one - Shirley Knight's best performance (an underrated actress), a road trip in the late 1960's, James Caan very restrained and moving, Robert Duvall in a part he was born to play (edgy, lonely, motorcycle cop), and a touching script with F. Coppola behind the wheel.<br /><br />If this had been made five years LATER by some nobody, it would have been a smash (so much for timing). Anyway, I recommend this to all people who don't need outer-space explosions and bad mother-in-law jokes or a billion dollar budget to sit for a few hours and watch a story unfold. Give this one a chance if you can find it!",positive
"SPOILERS WITHIN.<br /><br />It appears that von Trotta was a lot more at ease with what the balance of personal story versus history of the events than she was in her earlier film Versprechen, Das (1995).<br /><br />The direction seemed carefully controlled, and visually I felt it was highly appealing - especially where the visual narrative was concerned (the title-sequence blend and the lighting of a new candle in modern times commemorating the deaths of various characters in the past).<br /><br />To clarify two points that many people have been confused by:<br /><br />Firstly, Lena did not sleep with Goebbels. Although this may have seemed implied, it was not the intent. Von Trotta told me so herself! (And she is a very nice lady, by the way!)<br /><br />Secondly, the time-frame of events was in fact historically accurate (the actual dates are shown on the close-up of the memorial) and the prisoners were released as suddenly as in the film. There is evidence showing that Goebbels was annoyed about having done this, and had planned to eventually recapture those he had set free.<br /><br />Overall, what most impressed me most was that it was an original story from a much 'over-movied' era. It seems a shame that it has taken such a long time (for various reasons) for this film to hit our screens.<br /><br />More of the same please, Margarethe!",positive
"Page 3 is one of those films Madhur Bhandarkar makes to expose societal filth. The film is compelling, but, like most of Bhandarkar's films, it is one-sided and overly pessimistic. This film is all about tabloid journalism, gossip, celebrities. The film exposes the lives of socialites, whose lifestyle is disastrously boastful, peculiar and repulsive. They party, they care for nothing but fame, they plan parties at funerals, they are craving for more money and a higher reputation, they will do anything to get due exposure in the media, to get their names boldly printed on the daily newspaper's social column known as ""Page 3"" with huge photographs which will be the center of people's discussions. They are attention seeking, salacious and hypocrite. The film industry is shown as sleazy, with casting couch being a common phenomenon among filmmakers. That's where our lovely heroine, a young social column reporter Madhvi Sharma, is thrown. All these people from Mumbai's elite depend on her articles and she is the right person to befriend at these parties if you want her to mention you in her article. Later in the film we learn that even those who are Madhvi's friends are no different from these high-society people. This was tough viewing for me, although the film is unquestionably brave and the issues it deals with are interesting.<br /><br />The film's music is average. The only passable songs are ""Kitne Ajeeb"" and ""Huzoor-E-Ala"", sung by the two melody queens Lata Mangeshkar and Asha Bhosle, respectively. Otherwise the soundtrack is bad. One song which was particularly horrendous is ""Filmy Very Filmy"". The film's writing is quite good. The second half is far better than the first, as it turns more matter-of-fact and exposes much more important issues such as terrorism and child abuse. That's where the film has to be applauded. It was sad to know that people prefer to ignore such crimes out of fear and Konkona Sen Sharma's character's disappointment was very easy to relate to. She was excellent throughout the film and her acting in the last few scenes was particularly impressive. Atul Kulkarni's part was very small but he did full justice to it. Boman Irani is solid as the newspaper's editor. Sandhya Mridul is lovable as Madhvi's sassy roommate Pearl who marries an older man for money and is honest enough to admit it. The film's ending is really well-done, and provides a certain sigh of relief after the unimaginably tough proceedings. Page 3 is a good film, it is interesting and at times moving, but the level of its interest and its general quality are marred by its exaggerated, overly messy and negative portrayal of the rich and famous.",positive
"This film really disappointed me. The acting is atrocious. Unbelievable. And it's about actors. The story is incredibly obvious: A group of independent actors stage a Passion Play and, in turn, they start to live out the lives of the characters they play. I've been watching a lot of movies lately, thanks to Netflix, and this is the first one I haven't watched all the way through in a long time. I felt I didn't need to see the end; we all know the end of this story.<br /><br />For some, it seems, this ""modernization"" of the Gospels is either sacrilegious or enlightening. I cannot speak to any of this as I wasn't raised in the Christian church. That being said, I was raised in the US and I live in an increasingly Christian culture. I'm curious enough about Jesus and about the modernization of the religion, for better or worse. I haven't seen Mel Gibson's version, but I'm guessing that those who liked that one will like this, except for the most conservative. I just wish this was a better film.<br /><br />Lots of these reviews praise Arcand's direction and especially the cinematography. I liked neither. The film itself is rather prudish and preachy. I didn't believe the characters' personae and I was never involved with their on screen lives. The play within the play is very much dated and would not, I think, carry it's own weight in a real time production. But that's beside the point. What I really needed for this to work would have been stronger development of the characters and the plot to support the philosophical and theological questions the film would like to be about. And the musical choices are obvious and unoriginal.<br /><br />There were two examples of this that come easily to mind. Firstly, there is a reenactment of the parable of Jesus driving the money lenders from the temple: the lead actor, who has fallen for the woman who will play Magdalene and who is also a model and dancer, becomes enraged that she must debase herself by auditioning for a commercial (with a wicked producer and plenty of panting men in the audience) with her pants off. He trashes the place and chases them all out. I guess this is the level that the film wishes to reach. The romance between these two is entirely arbitrary and not at all emotionally realized and the scene is played out like a high-school rendering of Death of a Salesman, i.e., not well. Please stop hitting me over the head with this high-handed ""significance."" The other is the relationship between the other female lead and the priest who has asked them to do the play and who, eventually, turns against them and betrays them to the nowadays-corrupt Church. Why. Why does she sleep with this guy. ""It brings him so much pleasure and me so little pain."" Ah, the saintly whore and the lovable old coot. It seems to be just enough for Arcand to signify but not worth the trouble to enrich and enliven these characters. They are going through the motions and I'm reaching for the eject button.<br /><br />Feel free to write me off as bored, jaded or just not interested. Feel free to watch this movie and see the Passion, in all its beauty, sadness and inspiration, delivered as an amateurish and gimmicky charade. Feel free to have all your preconceived ideas affirmed and see any shred of artistic integrity forsaken for monotonous drivel. But don't say I didn't warn you.",negative
"I just witnessed a movie that by all rights should have been fodder for a second rate MOW on Lifetime...but trust the Irish to keep it from being anything but saccharine. The set-up all but SCREAMS ""Here's a message concerning what's TRULY important in life"" but the execution was way into the ""Let's see just what we can get away with, here.""<br /><br />It helps to have two fantastic actors in the leads -- James McAvoy (as Rory) and Stephen Robertson (as Michael). While Rory is offered up as the near saintly one -- never mind the language and attitude, he's the ""life force"" in this piece and could easily have been insufferable in his ultimately ""caring"" attitude -- McAvoy keeps him sharp enough to keep him from being too sweet. But the revelation is Stephen Robertson as Michael. Not since Leonardo Di Caprio in ""...Gilbert Grape"" has anyone so perfectly captured a person with an affliction that I began to believe he really was an actor with cerebral palsy. And his eyes...my God, he can rip you apart with them.<br /><br />This movie is, to paraphrase Rory, f****n' amazing. Go see it. Take a box of Kleenex and enjoy every well-earned tear...and laugh.",positive
"Not having seen the film in its commercial debut, we just caught with it via DVD. Expecting the worst, ""Hitch"" proved to be a pleasant experience because of the three principals in it. Thanks to Andy Tenant's direction, the film has an easy pace, and while predictable, the comedy has some winning moments.<br /><br />Hitch is a sort of ""date coordinator"" for losers like Albert, who is not exactly what one would consider a hunk. Yet, Albert is a genuine guy who, without some professional help would go unnoticed by the same women he would like to take out. Enter Hitch, to prepare him to overcome the obstacles that he can't overcome, and even though Albert stays overweight and never gets to master social graces, he conquers us because he is a real, in sharp contrast with all the phonies making the rounds in Manhattan.<br /><br />The basic mistake most production designers make, when preparing locales for Hollywood films, is how out of touch with reality they are. The apartments in which they situate these characters are so rare to find that only by the magic of the movies can these people live in places likes these. Evidently most of the movie people are dealing with fantasy since most city dwellers would kill for spaces so fabulous as the ones they show in the movies, let alone these same people depicted in the film would not be able to afford them.<br /><br />Will Smith is a charismatic actor. He has a disarming way to charm without doing much. The surprise of the movie though, is Kevin James, who as the overweight Albert, not only win us over, but he proves he can hold his own in his scenes with Mr. Smith. Eva Mendez is fine as the main interest of Hitch. In minor roles we see Adam Arkin, Amber Valletta, Michael Rappaport, and Phillip Bosco, among others.<br /><br />""Hitch"" is a fun film to watch thanks to the inspired direction by Andy Tenant.",positive
"This was a classic case of something that should never have been. Gloria was now a single mother, her husband had left her because she wouldn't live in some commune with him (he was mad that Reagan had been elected and wanted to turn his back on society). Right then and there I had problems with the series - come on, I say to myself, is this the same noble Michael Stivic that countered Archie Bunker's right winged philosophies? The series went on, but it just didn't have any pizazz. Whatever momentum Sally Struthers gained from All the Family was long gone. Maybe, if the series had been given another name and presented as being totally independent of All In The Family, it might have worked out. Ah well, that's show business.",negative
"George C. Scott gives his finest and funniest with wonderful drama as well in this Paddy Chayefsky screenplay. Diana Rigg is attractive and quite the complicated young woman. This film veers between tragedy and chaos in a New York hospital of the late 60's with staggering consequences. Barnard Hughes is delightful as always (great stage actor as well).<br /><br />An 8 out of 10. Best performance = George C. Scott. Chayesfsky was a big blow-hard when he put down Vanessa Redgrave at the 1978 Oscar ceremony, but he's a good writer. A truly ensemble cast that works wonders, down to the smallest role. This won best script at Oscars and Scott was nominated. He should have won for this instead of PATTON the year before (which he was also brilliant in). Seek this out!",positive
"Having reviewed 3 of the 4 Perry and Croft sitcoms, I thought I would get them all done now. Dads Army, is my all time favourite sitcom, It ain't half hot Mum is also a classic as is You Rang M'Lord. I don't regard Hi De Hi as a classic, but it is still funny.<br /><br />It's about a holiday camp, similar to Butlins, but instead of red coats, it's yellow coats. It is ran by Jeffery Fairbrother, a well meaning man, but has the personality of a sock. The staff include fun entertainment manager Ted, his sidekick Spike (he ended up being thrown in the swimming pool nearly every episode), yellow coat Gladys, careless maid Peggy who longed to be a yellow coat and the Punch and Judy man Mr Partridge who hates kids. Situations occurred mostly round the swimming pool, where someone would be thrown in every episode (with there clothes on of course).<br /><br />Not a classic, but still funny. Jeffery Fairbrother left half way through, so this, a bit like Only Fools and Horses, outstayed its welcome. Jimmy Perry was actually a red coat at Butlins.<br /><br />Best Episode: Peggy's Big Chance, series 2, episode 2.",positive
"I was wrapped to see many other people also enjoyed this film. First watched it when I was in my early teens and then again several times late at night a few times after. Then sadly, no more. I'm now nearly 49 and so wish it could be made available on DVD. Why not? The best Anthony Quinn role, no one could have been more suited for the part or parts he plays - I've mentioned it to other film buffs of similar age and alas, no one I know recalls it. As the daughter of a generation that went through WWII and its aftermath (and myself deeply fascinated by what that generation endured) I guess this film at the time gave me a wonderful cinematic insight into some of the heartbreaking issues of the day. For classic final scenes this movie is a stand out.",positive
"If all movies had to be destroyed and only one could be spared, Death in Venice would have to be it. It is a monument in movie history. Much criticized for being slow, boring and too obvious in stating it's point (an old man discovers beauty in a young boy and is tragically destroyed, first mentally, then physically), we should appreciate this movie for what it is. 'Morte a Venezia' was shot over 30 years ago, and it portrays a period even further back, at the beginning of the twentieth century.<br /><br />Life was slow then, compared to now. People were supposed to behave in a certain way, hiding their true emotions even from themselves. Director Visconti and Dirk Bogarde, the leading actor, admirably succeed in showing how the aging composer Von Aschenbach discovers his romantic interest in a young boy. For a man like Von Aschenbach, in his time, this must have been a shock too powerful to come to terms with. We see his inner struggle, mostly on the face of Bogarde, against the beautiful backdrop of Venice and accompanied by the most wonderful music, composed by Gustav Mahler.<br /><br />This movie is slow, there is no denying it. No special effects, car chases or fights to keep the audience pinned to their seats. No perverted sex scenes either; the interaction between man and boy is limited to stolen glances from afar and the occasional smile.<br /><br />So, basically, nothing much happens in this movie? Not if you want your senses to be hit like a base drum. If you want them to be played like the strings of a violin in a romantic concerto, this is the movie to do it.",positive
"Bridges's drama about a reporter who discovers some flaws in the safety precautions taken at a nuclear powerplant is directed well and a pretty interesting film from the late 70s. Its not amazing, but its solid, the acting is pretty good especially Jack lemmon, but Douglas and Fonda were good too. It was a pretty good screenplay and Bridges's direction was solid and suitable. This is definitely not one of the best films of the 70s, but its one of the better ones. A good early Michael Douglas film and Lemmon in his prime.--- IMDb Rating: 7.2, my rating:, so in simple words, solid but not amazing... thats what this film is, solid but not amazing 8/10",positive
"Michelle Pfeiffer and Matthew Modine are a joy to watch in this screwball comedy. Alec Baldwin, who was an up and coming star when the film was made, is a hoot. Dean Stockwell, in a sendup of John Gotti, is hysterical. But Mercedes Ruehl, as the paranoid and over the top Connie steals the movie.<br /><br />Jonathan Demme, previously known for wacky comedies like ""Something Wild"" and ""Melvin and Howard""-proves once again that he is a genius. I was not surprised at all when he went on to win the Oscar for directing ""Silence of The Lambs."" The performances he evokes from his actors in ""Married"" are inspired, and the audience is taken along for a wild and wooly ride.<br /><br />One of the cutest, most endearing films of the 80's, it stands head and shoulders above many of the satires of its era.",positive
"1992's ""Batman Returns"" was Tim Burton's second round as director and yet again he scored a hit by making this film again dark and gloomy like his 1989 one. Gotham City again is a place of darkness and gloom with crime and corruption boiling out from every street corner. It was also clever to see how Burton used politics as a subplot that tied in well and neat with the business corruption of businessman Max Shreck(Christopher Walken)and the plan to make the ""Penguin""(Danny DeVito) mayor of Gotham! Anyway Keaton again returns as ""Batman""/Bruce Wayne and he gives another stellar performance as a strange and torn man who just can't find love in a normal world yet he is challenged when he meets another lonely soul in Selina Kyle only Ms. Kyle has a dark secret of her own one that's very slinky and she's just a downright vamp as the sexy and mysterious yet dangerous ""Catwoman""(Michelle Pfeiffer). A plan forms between both villains to destroy Gotham and most of all both want to rid themselves of the bat. Really this film even though violent and somewhat gross with many penguin scenes is clearly an exciting thrill ride from start to finish as you never find a dull moment and thumbs up to Tim again for his exploring of the characters as dark and conflicted it just made the film even more interesting. The performance from Michelle Pfeiffer was the best ever as no one could have played ""The Catwoman"" any better and Devito was perfect as the ""Penguin"" his body frame fit the character just perfect his performance even though ghoulish was fun to watch. ""Batman Returns"" is an entertaining thrill ride that you can't take your eyes off of as a viewer you will enjoy it many times it's that thrilling and explosive.",positive
"I had read a few positive reviews of this film, and was truly surprised at how dreadful the whole thing was. Positioned as some cross between an AIDS-related story and some kind of ""Ghost""/""Blithe Spirit"" tale, this film can't always make it's mind up what it wants to be. <br /><br />Simon and Mark are a gay couple who have an ""open"" relationship - Simon is able to have anonymous (though safe) sex on the side when he wants. Mark is HIV+ and he and Simon don't seem to have a sex life anymore. When Mark dies, Simon - who has made a habit of shutting off his emotions after being rejected years ago by his father - tries to erase his memory and just get on with being a bachelor. Not that his behavior before Mark's death was much different. But Mark returns in ghostly form and foils his various trysts, while getting Simon to open up and admit his true feelings.<br /><br />Unfortunately, Simon is such a selfish SOB, it's impossible to feel any empathy toward him for most of the film. By the time he is supposed to be more sympathetic, it's too late to care. Mark, on the other hand, follows in Demi Moore's footsteps from ""Ghost,"" by crying profusely throughout the movie. <br /><br />There is a bizarre switch in tone after Mark returns. Suddenly we get some lame attempts at humor, a la the TV show ""Bewitched."" But that doesn't last long. Once Simon's emotional health is at stake, the whole thing becomes increasingly mawkish, with amateurish attempts to jerk at your heartstrings. The finale, with a gold-plated muscle-boy angel guiding a tearful Mark to heaven while a chastened, grief-stricken Simon waves goodbye is just stupefying, chiefly because it isn't intentionally funny.",negative
"Look, we rated this a 10 on entertainment value. It's a comedy sure, not an epic like Lord of the Rings, or Gone with the Wind. Still for comedy, particularly these days, it's a 10.<br /><br />Not a long movie, moves quickly and easily. Kelsey Grammar right at home is this role as a loose but brilliant captain of a diesel sub, pitted against the US Nuclear Navy in a war game, designed to see if Terrorists could get a nuclear bomb through our defenses. (kinda ironic this plot...pre 911) Don't take this topic seriously cause it's mostly laughs from start to finish.<br /><br />Rob Schneider is 2nd in command (like ""Frank Burns"") and pulls many laughs. All the others are perfect for their parts as well. Rip Torn and Bruce Dern.<br /><br />Look plain and simple, you got 90 minutes and need a laugh or pick me up and you're not a prude (their is some language and innuendo) then rent it, or buy it (we did) and enjoy! I wish they would make a part 2!",positive
"Jamie Foxx leads a brilliant cast in this powerful voyage through the life of the blind, emotionally troubled, African American genius of pop jazz, Mr. Ray Charles. Though the entire cast performs wonderfully, Mr. Foxx earned more than simply an Oscar. If it were possible to nominate an actor in consecutive years, I would consider doing so for Mr. Foxx. Foxx doesn't just play Charles, he re-creates him. CJ Sanders and Sharon Warren also deserve special mention for their portrayal of Ray's mother (the inspiration of his life) and young Ray. These two provided the strongest support in the film.<br /><br />The dramas of Charles' struggles with guilt, the death of his younger brother and mother, blindness, discrimination, addiction, and success, are neatly woven into the tapestries of his music. The music is beautiful, the script is, as far as I can tell, perfect, and the acting is nothing short of legendary.<br /><br />The directorial method of the film warrants discussion. Taylor Hackford - a director I am generally ambivalent about - had to choose what aspects of the larger-than-life and complex life story of Mr. Charles would tell his story most honestly, dramatically, and understandably. Though some disagree (seemingly wanting a documentary instead of a dramatized biopic) I believe he selected his themes admirably. A big part of the success of this film is its consistent focus on a few persistent themes in Charles' life - his profound love and respect for his mother, his need to be loved and accepted, his addiction and guilt complex, his musical genius, and his deep-seated fear of responsibility for others. Charles is depicted as a man struggling valiantly against an army of personal demons. I learned more than I could have imagined about one of the men I used to listen to on my old turntable with my dad in his livingroom on Sunday nights while football games were on the TV. And nothing was sugar-coated in ""Ray."" The themes are carried forward with power and human dignity. These themes create a unifying drama which span the length of his long and illuminated life. The power of these themes, the strong script and directing, the music, and the acting make this one of the most enjoyable and evocative biographical films I have seen.<br /><br />Recommended for everyone.",positive
"Well made and stylish while still ultimately making sense this thriller would work better for non giallo fans to get interested in the genre than the later Argento entries which go overboard in all directions.<br /><br />For fans of these crazed Italian thrillers, they will appreciate George Hilton and the turns his character takes and what he's put through. The camera-work is fresh with dashes of graphic violence and odd, but appropriate choices and a good not overblown music score as well. The less you know about the story the better to make it work.<br /><br />The only thing lacking in keeping this from being a great Sergio Martino directed giallo is that the story doesn't have that extra sexual or psychological, or both element to put it over the top. It's more a routine mystery, the characters are well defined but live or die according to the plot not according to their own virtues and flaws.<br /><br />The recent DVD (2005) release is beautiful looking and definitely the way to see the film, unless these ever get art house screenings which seems unlikely.",positive
"George Cuckor, known as a director of women, couldn't have hoped for two more talented and beautiful women for his last film. Itself a remake of Bette Davis' campy ""Old Acquaintance"" written by John Van Druten, this film is definitely dated, but still delightful.<br /><br />Bergen and Bisset sparkle as best friends who compete at everything, but manage to remain friends. Liz Hamilton (Bisset) is a ""serious"" writer, intellectual, and elegant. She meets her lifelong best friend Merry Noel at an exclusive girls school and they begin a lifetime of not always friendly competition. Later in their lives, when Liz is a ""promising"" but blocked writer of serious fiction, Merry decides to try her hand at writing, which infuriates her pal because of Merry's casual approach to the craft she herself takes perhaps a little too seriously. <br /><br />Much to Liz's chagrin, Merry's trashy novels hit pay dirt, and ultimately, her old friend Liz is judging her novel for the National Book Award. Bergen steals the show as the haughty writer of steamy bestsellers who schemes to bring together the broken pieces of her life in conjunction with her final literary triumph, but alas, things are never that simple.<br /><br />The supporting cast includes David Selby, whom you might remember as the tragic Quentin Collins from Dark Shadows, Hart Bochner and, of course, a deliciously young and mercurial Meg Ryan in her first film role since leaving the soaps. <br /><br />Rich and Famous is catty, campy, witty and wise. It culminates in a New Years fiasco that stresses the enduring nature of true friendship, and I never let a year go by without watching it on New Years Eve. Watch it and you'll see why.",positive
"I generally like this movie a lot. The animation is supreme: meaning they took to trouble to animate the hair and fur on animals and people. And being an amateur at graphics and animation (self teaching myself through books. For those who are curious on the same matter, I use the program Gmax by Discreet. It is a high quality free program that can be downloaded from the internet) I see that the quality of animation shown here is of high standards.<br /><br />The plot of this movie is good. Though this movie lacks character development, this story is still understandable. Generally, I believe that this movie is primarily should be watched by people who are fans of the game as its plot closely follows the game. As for me, I do not play the games and therefore I don't have the wowing effect it probably does on fans of the game.<br /><br />For those who like the game, I suggest this movie to you, and if you haven't played the game, I would still recommend this movie to you.",positive
"This is a surprisingly great low budget Horror/Comedy, it's funny and pretty well made, with good performances and a really cool twist ending!. All the characters are pretty cool, and the story while unoriginal is very good, plus Eric Jungmann(Adam) and Justin Urich(Harley) had fantastic chemistry together. One of the funniest moments in the film for me is when Adam is trapped in the bathroom, and Harley wakes up to find that monster truck sitting there, and decides to take a p*ss in the truck, and Aimee Brooks is just plain sexy!, plus this is one of the best low budget Horror films I have seen in a long time. It's very gory, but in a comical way, and I thought it was very well written as well, plus Michael Bailey Smith is fantastic as the Monster Man and had some wicked makeup!. It's similar to films like Joy Ride, Duel, Jeepers Creepers, etc, etc and it has some suspenseful moments here and there, plus The gore effects are really well done for the most part. This is a surprisingly great low budget Horror/Comedy, it's funny and pretty well made, with good performances and a really cool twist ending, I highly recommend this one!. The Direction is very good!. Michael Davis does a very good! job here, with great camera work, good angles,good use of colors, and using a great setting, plus he kept the film funny and at a very fast pace.<br /><br />There is a lot of gore!. We get extremely bloody nose bleeds,gory impaling's, bloody stabbings,guy is cut in half by a monster truck, human remains in a cooked stew, guts all over the place,guys guts fall out,pencil in the eyes,bloody slit throat,bunch of people walking around without limbs,gory dead squirrel,heads are squished,severed limbs,bloody and mangled corpses,decent amount of bloodshed,one very gory scene at the very end and more!.<br /><br />The Acting is very good for a low budget film. Eric Jungmann is fantastic here as Adam, he was a nerd but a very likable one, he had fantastic chemistry with Justin Urich, had some cool lines,and I just loved his character, he also seemed to be enjoying himself,and he was especially good at the end!. Justin Urich is excellent as the ass of a Best Friend, however I just couldn't help but love him as he was very funny, and often stole a lot of the scenes, I really dug him!. Aimee Brooks is gorgeous, and did great with what she had to do, she had good chemistry with Jungmann and like Jungmann was especially good at the end, as I loved her mysterious character. Michael Bailey Smith is wonderful as The Monster Man he was very creepy looking, had some awesome makeup, and is now one of my favorite slashers!. Rest of the cast do fine.<br /><br />Overall I highly recommend this one!. ***1/2 out of 5",positive
"I teach Japanese for an online high school and I include cultural activities so that the students can learn about the country as well as the language. And watching ""Gung Ho"" is one of the requirements. The students can either buy or rent the movie. Stereotypes or not, this helps the students to see that other people view the world and their lives differently than we do. Many of my students have told me that they enjoyed the movie so much, they are going to get a copy for themselves. It is really interesting to see what we value in this culture and what they value in their culture. I just wish I could get a cleaned-up TV version. I'm not really into the crude language the auto workers use all the time.",positive
"The story of peace-loving farmers and townspeople fighting for land, water, law and order, and the respect and ultimate subjugation of the long entrenched cattle interests and their hired guns had been worked over better in earlier (Shane) and probably later films as well. There's some good action scenes and the general layout of the story, excluding a disappointing ending, is well executed. Law and order and religion have established roots in the town, but the old order of cattle drives, cowboys, and gunslingers is still around as well. The clash of the two occurs in a nicely staged ambush scene where the townsmen ride right into a trap. Granger, an ex-gunfighter, plays the guy who is shunned by the very townspeople who need his expertise with a gun.",positive
"Subspecies is set in Romania where two American college students Michele (Laura Mae Tate) & Lillian (Michelle McBride) arrive to study local folklore with the aid of local friend Mara (Irina Movila). There they rent rooms in a hotel & become curious about the mysterious ruins of a nearby castle, it turns out that a powerful & evil Vampire named Radu (Anders Hove) lives there who has stolen the Bloodstone from his father King Vladislav (Angus Scrimm). Radu takes a fancy to the three girls & starts drinking the blood of Mara & Lillian, meanwhile Michele falls for a guy named Stefan (Michael Watson) who just so happens to be Radu's brother. Michele & Stefan decide to team up & rid the world of the evil Radu...<br /><br />Directed by Ted Nicolaou this film seems to be quite highly regarded amongst genre fans & while it's not terrible I certainly wouldn't call it very good & I could't really see anything much to get excited about. Subspecies is a rather slow going film, not that much actually happens & while it does try to stay close to certain classic Vampire lore there's all this nonsense about a Bloodstone & some little monsters that grow from the tips of Radu's severed fingers for some reason. Subspecies could have been a half decent film if not for the fact that it's dull, I really can't remember that much about it, good or bad. The character's are alright but some f the dialogue is silly & there's a scene which bugged me near the start when the girls are at the castle ruins & one says they have to go because it's getting dark yet it's still clearly the middle of the day & very bright. There's also a scene where one of the American girls finds a coffin that hotel's attic & doesn't really seem that bothered by it, I am not being funny but is some bloke whose house I was staying at had a coffin in his attic I would be very, very worried if you know what I mean. I don't think I would ever want to watch it again, there's no real threat, the plot is weak that mixes classic Vampire themes with silly subplots & I was distinctly unmoved by it all. Not the worst film ever but hardly the best either.<br /><br />The film looks alright with nice locations & some local scenery although you feel the look is down to the budget rather than the makers attempt a authenticity. There's not much gore apart from a decapitation & some broken off finger tips. For no apparent reason the makers throw in some average looking stop-motion animated monsters that really don't do anything or have much significance to the story.<br /><br />Filmed on the cheap by Charles Band's Full Moon Entertainment production company in Bucharest in Romania, the production values are alright & better than many later day Band productions. The acting isn't great with many of the cast putting in below par performances while genre regular Angus Scrimm has a small cameo at the start. There's a little bit of style here on occasion with a few scene reminding heavily of the original Nosferatu (1922) in particular the bit showing Radu's shadow coming down the stair with his long claw like fingernails standing out.<br /><br />Subspecies is a film that many seem to like for reasons I don't quite see, I thought it was throughly average at best & overall rather dull. Followed by Bloodstone: Subspecies II (1993), Bloodlust: Subspecies III (1994), Subspecies 4: Bloodstorm (1998) & the spin0off film Vampire Journals (1997).",negative
"Return To The 3th Chamber is the comedic sequel to the epic 36th Chamber Of Shaolin, in which Gordon Liu played Shan Te, a young man who became a monk and awesome fighter. In this sequel Liu plays a hapless loser who has to learn kung fu after causing his friends to be beaten. He imitates the original Shan Te, tries all manner of tricks to get into Shaolin Temple to learn and eventually gets some unique skills to fight some bullying bosses. Its a classic light hearted martial arts tale, with the ace production values of the Shaw Brothers and the sure footed direction of Lui Chia Liang. The choreography is fantastic throughout, whether for fighting or slapstick comedy and Gordon Liu's performance, as are the others, particularly the sympathetic monk work perfectly for the material. The film is less epic or profound than some of the stars other work and there are certainly grander, more violent and sweeping Shaw Brothers films. But few have such a magical blend of slapstick, unique training and fighting, with a subtle yet warming tale of a useless guy making good. Full of light hearted joy, its impossible not to give this the highest score.",positive
"I have to confess that I know some of those involved, I was in the forerunner to The Planet, Evil Unleased, however this was more than 10 years ago and I had since lost contact with them. I happened to be watching BBC Scotland News and a piece regarding Scottish Cinema, this mentioned and showed clips from The Planet and comments from it's director Mark Stirton, this prompted me to order a copy of the film on DVD.<br /><br />Now to the film, the level of acting, writing, directing and sfx is up there with some of the best around, OK it's not Star Wars but I've seen many a Hollywood product that is far inferior. It is very strange watching a film spoken in my local North East Scotland accent but that soon passed.<br /><br />^Mild Spoilers^<br /><br />The Planet draws on several sci-fi classics; Star Wars, Alien, Pitch Black, Forbidden Planet and Predator, a handful of the merchant crew of a deep space transport ship survive their craft being attacked and destroyed by unknown ships, they escape onto a deserted desert planet, one by one they are killed by invisible attackers, the ships only passenger, a mysterious prisoner also makes it to the planet, a battle ensues as the crew fight to survive.<br /><br />The Planet is a brilliant piece of sci-fi film making that certainly hides it's limited budget, well done to Mark, Mike and all those involved, I look forward to your next work.",positive
